Taxonomy	CK_Day10	CK_Day25	AOM_Day10	AD_Day10	AOM_Day25	AD_Day25
OTU1456	0	0	0	0	0	1
OTU1457	1	1	1	1	1	1
OTU1458	0	0	0	0	0	1
OTU1459	0	0	0	0	1	1
OTU1460	1	1	1	1	1	1
OTU1461	0	1	0	0	0	1
OTU1462	1	1	1	1	1	1
OTU1463	1	0	0	1	0	0
OTU1464	1	0	1	1	0	1
OTU1465	1	1	1	1	1	1
OTU1466	1	1	1	1	1	1
OTU1467	1	1	1	1	1	1
OTU1468	0	1	0	0	0	1
OTU1469	1	1	0	0	1	1
OTU1470	1	1	1	0	1	1
OTU1471	1	0	0	0	1	1
OTU1472	1	1	0	1	1	1
OTU1473	1	1	1	1	1	1
OTU1474	0	1	0	0	0	1
OTU1475	1	1	0	1	1	1
OTU1476	1	1	0	0	1	1
OTU1477	1	1	0	1	1	1
OTU1478	0	1	0	0	0	1
OTU1479	1	1	1	1	1	1
OTU1480	1	1	0	0	0	1
OTU1481	1	1	1	1	1	1
OTU1482	1	1	1	1	1	1
OTU1483	0	0	0	0	1	0
OTU1484	1	1	1	1	1	1
OTU1485	0	0	0	0	0	1
OTU1486	0	0	0	0	0	1
OTU1487	0	0	0	0	0	1
OTU1488	1	1	1	1	1	1
OTU1489	0	1	1	1	1	1
OTU1490	1	1	1	1	1	1
OTU1491	1	1	1	1	1	1
OTU1492	1	1	1	1	1	1
OTU1493	1	0	0	0	1	0
OTU1494	0	0	0	0	1	0
OTU1495	0	0	0	0	0	1
OTU1496	0	0	0	0	0	1
OTU1497	1	1	1	0	1	1
OTU1498	1	0	0	0	0	0
OTU1499	0	1	0	1	1	1
OTU1500	1	0	0	0	0	0
OTU1501	0	1	0	0	1	0
OTU1502	1	0	0	0	0	0
OTU1503	0	1	0	0	1	1
OTU1504	0	1	1	0	0	1
OTU1505	1	0	0	0	0	0
OTU1506	1	0	0	1	0	0
OTU1507	0	0	0	0	1	0
OTU1508	0	0	0	0	0	1
OTU1509	0	0	0	0	1	0
OTU1510	1	0	0	0	0	0
OTU1511	0	0	0	0	1	1
OTU1512	0	0	0	0	1	1
OTU1513	1	0	0	0	0	0
OTU1514	1	0	0	0	0	0
OTU1515	1	0	0	0	0	0
OTU1516	1	1	1	1	1	0
OTU1517	1	1	1	0	1	1
OTU1518	0	0	0	0	0	1
OTU1519	0	0	0	0	0	1
OTU1520	0	0	1	1	1	0
OTU1521	0	1	0	0	0	1
OTU1522	1	1	1	1	1	1
OTU1523	1	1	0	0	1	1
OTU1524	1	1	0	0	1	1
OTU1525	0	0	1	1	1	1
OTU1526	0	1	0	0	1	1
OTU1527	1	1	1	1	1	1
OTU1528	1	0	0	0	0	1
OTU1529	0	1	0	0	1	1
OTU1530	0	1	0	0	1	0
OTU1531	0	1	1	0	1	1
OTU1532	1	0	1	0	0	0
OTU1533	0	0	0	0	1	0
OTU1534	0	1	0	0	0	1
OTU1535	1	1	1	1	1	1
OTU1536	1	0	0	0	1	0
OTU1537	1	1	1	1	1	1
OTU1538	1	1	1	1	1	1
OTU1539	0	1	0	0	0	1
OTU1540	1	1	1	1	1	1
OTU1541	1	1	1	1	1	1
OTU1542	0	1	0	0	0	1
OTU1543	1	0	0	0	0	0
OTU1544	1	0	1	0	1	1
OTU1545	1	0	0	0	0	0
OTU1546	1	1	1	1	1	1
OTU1547	1	0	0	0	0	1
OTU1548	1	1	0	1	1	1
OTU1549	1	1	1	0	0	0
OTU1550	0	0	0	0	0	0
OTU1551	0	0	0	1	0	1
OTU1552	0	1	0	0	1	1
OTU1553	1	1	1	1	1	1
OTU1554	0	1	0	0	1	0
OTU1555	1	1	1	1	0	1
OTU1556	0	1	1	0	0	0
OTU1557	1	1	0	1	1	1
OTU1558	0	0	0	0	1	0
OTU1559	1	1	0	0	1	1
OTU1560	1	0	0	0	0	0
OTU1561	0	0	0	0	0	1
OTU1562	1	1	0	0	0	1
OTU1563	1	0	0	1	1	1
OTU1564	0	0	0	0	0	1
OTU1565	0	0	1	0	0	0
OTU1566	1	0	0	0	0	0
OTU1567	0	0	0	0	0	1
OTU1568	0	0	0	0	0	1
OTU1569	1	1	1	1	1	0
OTU1570	1	1	0	0	0	1
OTU1571	0	0	0	0	1	0
OTU1572	1	0	0	0	0	0
OTU1573	1	0	0	0	1	0
OTU1574	0	0	0	0	1	0
OTU1575	0	0	0	0	1	0
OTU1576	0	0	0	0	1	0
OTU1577	0	0	0	0	0	0
OTU1578	0	0	0	0	1	0
OTU1579	1	1	1	1	1	1
OTU1580	1	1	1	1	1	1
OTU1581	0	0	0	0	0	1
OTU1582	1	1	1	1	1	1
OTU1583	1	1	0	1	1	1
OTU1584	0	0	0	0	1	1
OTU1585	0	0	0	0	1	0
OTU1586	0	0	0	1	0	0
OTU1587	0	0	0	0	0	1
OTU1588	0	0	1	0	1	1
OTU1589	0	0	0	0	0	1
OTU1590	0	0	0	0	0	0
OTU1591	1	0	0	0	0	0
OTU1592	1	0	0	0	1	1
OTU1593	1	0	1	1	1	1
OTU1594	0	1	0	0	0	0
OTU1595	0	0	1	0	1	1
OTU1596	0	0	0	1	0	1
OTU1597	1	0	0	0	1	1
OTU1598	0	1	0	0	0	1
OTU1599	0	0	0	0	1	1
OTU1600	0	0	0	0	0	0
OTU1601	1	1	0	1	1	1
OTU1602	1	0	0	0	0	1
OTU1603	1	1	1	0	1	1
OTU1604	1	1	0	0	0	0
OTU1605	1	0	0	0	0	0
OTU1606	0	0	0	0	0	1
OTU1607	0	0	0	0	1	0
OTU1608	1	1	1	1	0	1
OTU1609	0	1	0	0	1	0
OTU1610	1	1	1	1	1	1
OTU1611	0	0	0	0	1	1
OTU1612	0	0	0	0	1	0
OTU1613	0	0	0	0	0	1
OTU1614	1	1	1	1	0	1
OTU1615	1	1	1	1	0	1
OTU1616	0	0	0	0	1	0
OTU1617	0	1	1	1	0	1
OTU1618	0	0	0	0	0	1
OTU1619	0	0	0	0	1	0
OTU1620	0	0	0	1	0	1
OTU1621	1	0	0	0	0	0
OTU1622	0	0	1	0	0	0
OTU1623	0	0	0	0	0	1
OTU1624	0	0	1	1	0	0
OTU1625	0	0	1	0	0	0
OTU1626	0	1	0	0	1	1
OTU1627	0	0	1	0	0	0
OTU1628	0	0	1	0	0	0
OTU1629	0	1	0	0	1	1
OTU1630	0	0	0	0	1	0
OTU1631	0	0	0	0	1	0
OTU1632	0	0	0	0	0	1
OTU1633	0	0	0	0	1	0
OTU1634	0	0	0	0	0	1
OTU1635	1	1	0	0	1	0
OTU1636	0	0	0	0	1	1
OTU1637	0	0	0	0	0	0
OTU1638	1	0	0	0	0	0
OTU1639	1	1	0	0	0	0
OTU1640	1	1	1	1	1	1
OTU1641	0	1	0	0	1	1
OTU1642	1	0	1	0	0	0
OTU1643	0	0	1	0	1	0
OTU1644	0	0	1	1	1	0
OTU1645	1	1	1	1	1	1
OTU1646	1	1	0	0	0	1
OTU1647	0	0	0	0	1	0
OTU1648	1	0	0	1	1	1
OTU1649	1	1	1	0	1	1
OTU1650	0	1	0	0	1	1
OTU1651	0	0	1	0	0	1
OTU1652	1	1	1	1	1	1
OTU1653	1	1	0	0	0	0
OTU1654	0	0	0	0	1	0
OTU1655	1	1	1	1	1	0
OTU1656	0	0	1	1	0	0
OTU1657	1	0	0	0	0	1
OTU1658	0	1	1	1	1	0
OTU1659	0	0	0	0	1	0
OTU1660	1	1	0	1	1	0
OTU1661	1	0	0	0	1	0
OTU1662	1	1	0	1	1	1
OTU1663	1	0	1	0	0	1
OTU1664	1	1	1	0	1	1
OTU1665	0	1	0	0	1	1
OTU1666	1	0	0	0	1	0
OTU1667	1	1	0	1	1	1
OTU1668	1	1	1	1	1	1
OTU1669	0	0	0	0	0	1
OTU1670	1	1	1	1	1	1
OTU1671	1	1	1	1	1	1
OTU1672	1	1	1	1	1	1
OTU1673	0	0	0	1	0	0
OTU1674	0	0	0	0	1	1
OTU1675	1	0	0	0	1	1
OTU1676	0	1	0	0	0	1
OTU1677	0	0	0	0	0	1
OTU1678	0	0	0	0	1	0
OTU1679	0	0	0	0	0	1
OTU1680	1	0	0	0	0	0
OTU1681	0	0	0	0	0	0
OTU1682	0	1	0	1	0	1
OTU1683	0	0	0	0	0	1
OTU1684	0	1	0	0	1	1
OTU1685	0	0	0	0	0	1
OTU1686	1	1	0	0	1	1
OTU1687	1	0	0	0	1	1
OTU1688	0	0	0	0	0	1
OTU1689	1	1	1	1	1	1
OTU1690	1	1	1	1	1	1
OTU1691	0	0	0	0	1	0
OTU1692	1	1	0	0	0	0
OTU1693	1	1	1	1	1	1
OTU1694	0	0	0	0	1	0
OTU1695	0	0	0	0	0	1
OTU1696	1	1	1	1	1	1
OTU1697	0	0	1	1	1	1
OTU1698	0	0	0	1	0	0
OTU1699	1	1	0	0	0	1
OTU1700	1	1	1	1	1	1
OTU1701	0	1	0	0	0	1
OTU1702	1	1	1	1	1	1
OTU1703	0	0	0	0	0	1
OTU1704	1	1	1	1	1	1
OTU1705	0	1	0	0	0	0
OTU1706	0	0	0	0	1	0
OTU1707	1	0	0	0	1	0
OTU1708	0	0	0	1	0	0
OTU1709	0	0	0	0	0	0
OTU1710	1	1	1	1	1	1
OTU1711	1	1	1	1	1	1
OTU1712	1	1	1	1	1	1
OTU1713	1	1	1	1	1	1
OTU1714	1	1	1	1	1	1
OTU1715	1	1	1	1	1	1
OTU1716	0	0	0	0	1	0
OTU1717	1	0	0	0	0	1
OTU1718	1	1	1	1	1	1
OTU1719	0	1	1	0	1	1
OTU1720	0	0	0	1	0	0
OTU1721	1	1	0	1	0	0
OTU1722	1	1	1	1	1	1
OTU1723	1	1	1	1	1	1
OTU1724	0	1	0	0	0	1
OTU1725	1	0	0	0	1	0
OTU1726	0	1	0	0	0	1
OTU1727	1	1	0	0	1	1
OTU1728	0	1	1	1	0	0
OTU1729	0	0	0	0	0	1
OTU1730	1	1	1	1	1	1
OTU1731	1	1	1	1	1	1
OTU1732	1	0	0	0	1	1
OTU1733	0	0	0	0	0	1
OTU1734	0	1	0	0	1	1
OTU1735	0	0	0	1	0	0
OTU1736	1	1	1	1	1	1
OTU1737	1	1	1	1	1	1
OTU1738	0	0	0	0	0	1
OTU1739	1	1	0	1	1	1
OTU1740	0	0	0	1	1	1
OTU1741	0	0	0	0	0	1
OTU1742	1	0	1	0	0	0
OTU1743	0	0	0	0	0	1
OTU1744	1	1	1	1	1	1
OTU1745	0	1	1	1	1	1
OTU1746	0	0	1	0	0	0
OTU1747	0	0	1	0	0	0
OTU1748	1	1	1	1	1	1
OTU1749	1	1	0	0	1	0
OTU1750	0	0	0	0	1	0
OTU1751	0	0	0	1	0	0
OTU1752	0	0	0	0	0	0
OTU1753	1	0	0	0	0	0
OTU1754	0	0	0	0	0	1
OTU1755	1	1	1	1	1	1
OTU1756	1	1	1	1	1	1
OTU1757	1	1	0	0	0	0
OTU1758	1	1	1	1	1	1
OTU1759	1	1	1	1	1	1
OTU1760	1	1	0	1	1	1
OTU1761	0	0	0	1	0	1
OTU1762	1	0	0	0	0	0
OTU1763	0	0	0	0	0	1
OTU1764	1	1	1	1	1	1
OTU1765	1	1	1	1	1	1
OTU1766	1	1	1	1	1	1
OTU1767	1	1	1	1	1	1
OTU1768	1	1	1	1	1	1
OTU1769	1	1	1	1	1	1
OTU1770	1	1	1	1	1	1
OTU1771	1	0	0	0	0	0
OTU1772	1	1	1	1	1	1
OTU1773	1	1	1	1	1	1
OTU1774	0	0	0	0	0	1
OTU1775	1	1	1	1	1	1
OTU1776	1	1	1	1	1	1
OTU1777	1	1	1	0	1	1
OTU1778	1	1	1	1	1	1
OTU1779	1	1	1	1	1	1
OTU1780	0	1	1	0	0	1
OTU1781	0	1	1	0	1	1
OTU1782	0	1	0	0	1	1
OTU1783	1	0	0	0	0	0
OTU1784	1	1	1	1	1	1
OTU1785	1	0	0	0	0	0
OTU1786	1	0	0	1	0	1
OTU1787	1	1	1	1	1	1
OTU1788	0	0	0	0	1	1
OTU1789	0	0	0	0	1	1
OTU1790	1	1	1	1	1	1
OTU1791	1	1	1	1	1	1
OTU1792	1	1	0	0	1	1
OTU1793	0	1	0	1	1	1
OTU1794	0	1	0	0	1	1
OTU1795	1	1	1	1	1	1
OTU1796	0	1	0	0	1	0
OTU1797	0	1	0	0	0	1
OTU1798	1	1	1	1	1	1
OTU1799	1	1	1	1	1	1
OTU1800	0	1	1	1	1	1
OTU1801	0	1	1	1	1	0
OTU1802	1	0	0	1	1	1
OTU1803	1	1	1	1	1	1
OTU1804	1	1	1	1	1	1
OTU1805	1	1	0	0	1	0
OTU1806	0	0	1	0	1	1
OTU1807	0	0	1	0	0	1
OTU1808	1	0	1	0	0	0
OTU1809	0	1	0	0	1	0
OTU1810	1	1	0	0	0	0
OTU1811	0	0	1	1	1	1
OTU1812	0	0	0	0	0	0
OTU1813	1	1	1	1	1	1
OTU1814	0	0	1	0	0	0
OTU1815	0	0	0	0	1	1
OTU1816	0	0	1	0	1	1
OTU1817	1	1	1	0	1	1
OTU1818	0	1	0	0	1	1
OTU1819	0	0	0	0	1	1
OTU1820	1	1	0	0	0	1
OTU1821	1	0	0	0	0	0
OTU1822	0	0	0	0	1	0
OTU1823	1	1	1	1	1	1
OTU1824	1	1	1	1	1	1
OTU1825	1	0	1	1	1	0
OTU1826	0	1	1	1	1	0
OTU1827	0	1	1	1	1	1
OTU1828	1	1	1	1	1	1
OTU1829	0	0	1	1	1	1
OTU1830	1	1	1	1	1	1
OTU1831	1	0	1	1	1	1
OTU1832	0	0	0	0	1	0
OTU1833	1	1	0	0	0	0
OTU1834	1	1	1	1	1	1
OTU1835	1	0	1	1	0	0
OTU1836	0	0	0	0	0	1
OTU1837	1	1	1	1	1	1
OTU1838	0	0	0	0	0	1
OTU1839	1	1	1	1	1	1
OTU1840	1	1	1	0	0	1
OTU1841	0	0	0	0	0	1
OTU1842	1	0	0	0	0	0
OTU1843	1	1	0	0	0	0
OTU1844	1	1	1	1	0	0
OTU1845	0	0	0	0	0	1
OTU1846	0	0	0	0	1	0
OTU1847	0	0	0	0	0	0
OTU1848	0	1	0	1	1	1
OTU1849	1	1	1	1	1	1
OTU1850	1	0	1	0	1	1
OTU1851	1	1	1	1	1	1
OTU1852	1	1	0	0	1	1
OTU1853	1	1	1	1	1	1
OTU1854	0	0	0	0	1	0
OTU1855	0	1	0	0	1	0
OTU1856	1	1	1	1	1	1
OTU1857	1	1	1	1	1	1
OTU1858	0	0	0	0	1	1
OTU1859	1	1	1	1	1	1
OTU1860	1	0	1	1	1	0
OTU1861	1	0	0	1	0	0
OTU1862	1	1	1	1	1	1
OTU1863	0	0	0	0	1	0
OTU1864	1	0	1	0	0	0
OTU1865	1	0	0	0	0	0
OTU1866	0	1	0	0	1	0
OTU1867	1	1	1	1	1	1
OTU1868	0	1	1	0	1	1
OTU1869	0	0	0	0	0	0
OTU1870	1	1	1	1	1	1
OTU1871	0	0	0	0	0	0
OTU1872	0	0	0	0	0	1
OTU1873	1	0	0	0	0	0
OTU1874	1	1	1	1	1	1
OTU1875	0	0	0	0	1	1
OTU1876	1	0	0	0	0	0
OTU1877	0	0	1	1	0	0
OTU1878	1	0	1	0	0	1
OTU1879	1	1	1	1	1	1
OTU1880	1	1	1	1	1	1
OTU1881	0	0	0	0	1	1
OTU1882	0	0	0	1	0	1
OTU1883	0	0	0	0	1	0
OTU1884	1	1	0	0	1	1
OTU1885	0	0	0	1	0	0
OTU1886	1	0	0	0	0	0
OTU1887	0	0	0	0	1	0
OTU1888	0	1	0	1	1	0
OTU1889	0	1	1	0	0	0
OTU1890	0	1	1	0	1	0
OTU1891	1	0	0	0	0	0
OTU1892	0	0	0	1	0	0
OTU1893	0	1	0	0	1	0
OTU1894	0	0	0	1	0	0
OTU1895	1	1	0	0	0	1
OTU1896	1	1	1	0	1	0
OTU1897	0	0	0	0	1	0
OTU1898	0	0	0	0	0	1
OTU1899	0	0	0	0	0	1
OTU1900	1	0	0	1	0	0
OTU1901	1	0	0	1	0	0
OTU1902	0	0	1	0	0	0
OTU1903	1	0	0	0	0	0
OTU1904	1	1	1	1	1	1
OTU1905	1	1	1	1	1	0
OTU1906	1	1	1	1	1	1
OTU1907	1	1	1	1	1	1
OTU1908	1	1	1	1	1	1
OTU1909	1	0	0	0	0	0
OTU1910	0	0	1	0	1	1
OTU1911	1	0	0	0	0	0
OTU1912	1	1	1	1	1	1
OTU1913	0	0	0	0	0	1
OTU1914	0	0	1	1	0	0
OTU1915	1	1	1	1	1	1
OTU1916	1	1	1	1	1	1
OTU1917	0	0	0	0	1	0
OTU1918	0	1	1	0	0	0
OTU1919	0	0	1	0	0	0
OTU1920	1	1	1	1	1	1
OTU1921	0	1	0	1	1	1
OTU1922	0	0	1	0	1	0
OTU1923	1	0	1	0	1	0
OTU1924	0	1	1	1	0	0
OTU1925	0	0	0	0	1	1
OTU1926	0	0	0	0	1	1
OTU1927	0	0	1	1	1	0
OTU1928	0	0	1	0	0	0
OTU1929	0	0	1	0	0	0
OTU1930	0	0	0	0	1	0
OTU1931	1	0	1	1	0	1
OTU1932	1	1	1	1	1	1
OTU1933	1	1	1	1	1	1
OTU1934	1	1	1	1	1	1
OTU1935	1	1	0	0	1	1
OTU1936	1	1	1	1	1	1
OTU1937	1	1	1	1	1	1
OTU1938	0	1	1	1	0	1
OTU1939	1	0	0	0	0	0
OTU1940	1	1	1	1	1	1
OTU1941	1	1	1	1	1	1
OTU1942	1	1	1	1	1	1
OTU1943	1	1	0	1	1	1
OTU1944	0	0	0	0	1	1
OTU1945	1	1	0	0	0	1
OTU1946	1	1	1	1	1	1
OTU1947	0	0	0	0	1	1
OTU1948	0	1	0	0	0	1
OTU1949	1	0	0	0	0	1
OTU1950	1	1	1	1	1	1
OTU1951	1	1	1	1	1	1
OTU1952	1	1	1	1	1	0
OTU1953	0	0	1	0	0	1
OTU1954	0	1	0	0	0	1
OTU1955	1	1	1	1	1	1
OTU1956	1	1	1	1	1	1
OTU1957	0	1	0	0	1	1
OTU1958	0	1	0	1	1	1
OTU1959	1	0	0	0	0	0
OTU1960	1	1	0	0	0	1
OTU1961	0	0	0	0	1	1
OTU1962	1	1	1	1	1	1
OTU1963	0	1	0	0	1	0
OTU1964	0	0	0	0	0	1
OTU1965	1	0	0	0	1	0
OTU1966	1	0	1	1	1	1
OTU1967	1	1	1	1	1	0
OTU1968	1	1	1	1	1	1
OTU1969	1	1	1	1	1	1
OTU1970	0	0	1	0	0	1
OTU1971	1	1	1	1	1	1
OTU1972	0	0	1	1	1	1
OTU1973	0	0	0	1	0	0
OTU1974	0	0	0	1	0	0
OTU1975	1	1	0	1	0	0
OTU1976	0	1	0	0	0	0
OTU1977	0	1	1	1	1	0
OTU1978	0	1	0	0	1	1
OTU1979	1	1	0	0	1	0
OTU1980	1	1	1	1	1	1
OTU1981	0	0	0	0	1	0
OTU1982	1	1	0	1	1	1
OTU1983	1	0	0	0	0	0
OTU1984	1	0	1	0	0	0
OTU1985	0	0	0	1	1	1
OTU1986	0	1	0	1	0	0
OTU1987	0	0	0	1	1	1
OTU1988	0	1	0	0	1	1
OTU1989	0	0	1	1	0	0
OTU1990	1	1	1	1	1	1
OTU1991	1	1	1	0	1	1
OTU1992	1	0	1	1	1	0
OTU1993	0	1	0	0	0	0
OTU1994	1	1	1	1	1	1
OTU1995	0	1	1	1	1	1
OTU1996	1	1	1	1	1	0
OTU1997	1	1	1	1	1	1
OTU1998	0	0	0	0	1	0
OTU1999	0	0	0	0	0	1
OTU2000	0	0	1	1	1	1
OTU2001	1	1	1	0	1	1
OTU2002	0	0	0	0	1	0
OTU2003	1	1	0	0	1	1
OTU2004	0	1	0	1	1	1
OTU2005	0	1	0	1	1	1
OTU2006	0	0	1	1	1	1
OTU2007	1	1	0	0	1	1
OTU2008	1	1	1	0	1	1
OTU2009	0	0	0	1	0	0
OTU2010	1	0	0	0	0	0
OTU2011	0	0	0	0	0	1
OTU2012	1	1	1	1	1	1
OTU2013	1	1	1	1	1	1
OTU2014	1	1	1	1	1	1
OTU2015	1	1	1	1	1	1
OTU2016	1	1	1	1	1	1
OTU2017	1	1	1	1	1	1
OTU2018	1	0	1	1	1	1
OTU2019	0	1	1	0	0	0
OTU2020	1	1	1	1	1	1
OTU2021	1	1	1	1	1	1
OTU2022	1	0	0	1	0	0
OTU2023	1	1	1	1	1	1
OTU2024	1	0	1	0	0	0
OTU2025	0	0	0	0	0	1
OTU2026	1	1	0	1	0	1
OTU2027	1	1	0	0	1	1
OTU2028	1	1	1	1	1	1
OTU2029	0	0	0	0	0	1
OTU2030	0	0	0	0	1	0
OTU2031	1	0	0	0	0	0
OTU2032	0	0	0	0	0	1
OTU2033	0	1	1	0	0	0
OTU2034	1	1	1	1	1	1
OTU2035	1	1	0	0	1	1
OTU2036	0	0	0	0	1	0
OTU2037	1	0	1	1	0	0
OTU2038	1	1	1	1	1	1
OTU2039	0	1	0	1	1	0
OTU2040	1	1	1	1	1	1
OTU2041	0	0	0	1	1	1
OTU2042	1	1	1	1	1	1
OTU2043	1	1	1	1	1	1
OTU2044	0	1	1	0	0	0
OTU2045	1	0	0	0	0	0
OTU2046	1	1	1	1	1	1
OTU2047	0	0	0	1	0	0
OTU2048	1	1	1	1	1	1
OTU2049	0	0	1	0	1	0
OTU2050	0	0	0	0	0	0
OTU2051	0	0	0	0	0	1
OTU2052	1	1	1	1	1	1
OTU2053	1	0	1	1	0	1
OTU2054	0	0	0	0	1	0
OTU2055	1	1	1	1	1	1
OTU2056	1	1	1	1	1	0
OTU2057	1	1	1	0	0	1
OTU2058	1	1	0	0	0	1
OTU2059	1	0	1	0	0	0
OTU2060	1	1	1	1	1	1
OTU2061	0	0	0	0	0	0
OTU2062	1	1	1	1	1	1
OTU2063	1	0	1	1	0	1
OTU2064	0	0	1	1	0	1
OTU2065	0	0	0	0	0	1
OTU2066	1	0	0	0	0	0
OTU2067	1	0	1	0	0	0
OTU2068	1	1	1	1	1	1
OTU2069	0	1	1	1	1	1
OTU2070	1	1	1	1	1	1
OTU2071	0	0	0	1	0	0
OTU2072	0	0	0	0	1	0
OTU2073	1	0	0	0	0	1
OTU2074	1	1	0	0	1	1
OTU2075	1	1	0	1	1	0
OTU2076	1	0	0	1	0	0
OTU2077	0	0	0	0	1	0
OTU2078	0	0	0	0	1	0
OTU2079	1	0	1	1	1	1
OTU2080	0	0	0	0	0	0
OTU2081	1	1	1	0	0	1
OTU2082	0	0	1	1	0	0
OTU2083	1	0	1	1	1	0
OTU2084	1	1	1	1	0	1
OTU2085	1	0	1	0	0	1
OTU2086	0	1	0	0	1	0
OTU2087	0	0	0	0	0	1
OTU2088	0	0	1	0	0	0
OTU2089	1	0	0	0	0	0
OTU2090	0	1	1	1	0	1
OTU2091	1	0	0	0	0	0
OTU2092	0	0	0	0	0	1
OTU2093	1	0	0	0	0	0
OTU2094	0	0	0	0	0	1
OTU2095	0	0	0	0	0	0
OTU2096	0	1	0	0	1	0
OTU2097	0	1	1	1	0	0
OTU2098	0	0	0	1	0	1
OTU2099	0	0	0	0	0	1
OTU2100	0	0	0	0	1	0
OTU2101	0	0	0	0	1	0
OTU2102	0	0	0	0	0	1
OTU2103	0	0	0	0	1	0
OTU2104	0	0	0	1	0	0
OTU2105	1	1	1	0	1	1
OTU2106	1	0	0	0	0	0
OTU2107	1	1	1	0	1	1
OTU2108	0	0	0	1	1	0
OTU2109	1	1	0	1	1	0
OTU2110	1	1	1	1	1	1
OTU2111	1	1	1	1	0	0
OTU2112	0	0	0	0	0	0
OTU2113	0	0	0	0	0	1
OTU2114	0	0	0	0	0	0
OTU2115	1	1	0	0	0	0
OTU2116	0	0	0	0	0	1
OTU2117	1	0	0	0	1	0
OTU2118	1	1	1	1	1	1
OTU2119	0	0	0	0	1	0
OTU2120	1	1	1	0	1	0
OTU2121	0	0	0	0	1	0
OTU2122	0	0	0	0	1	0
OTU2123	1	1	1	1	1	0
OTU2124	0	0	0	0	0	0
OTU2125	1	0	1	0	0	0
OTU2126	1	0	1	1	1	1
OTU2127	0	1	0	0	0	1
OTU2128	1	0	0	1	1	0
OTU2129	0	0	0	0	0	1
OTU2130	1	0	1	0	1	0
OTU2131	1	1	1	1	1	1
OTU2132	1	0	1	0	1	1
OTU2133	0	0	0	0	0	0
OTU2134	0	0	0	0	0	0
OTU2135	1	0	1	1	1	0
OTU2136	0	1	0	0	1	0
OTU2137	1	0	0	0	0	0
OTU2138	0	0	0	0	1	0
OTU2139	0	0	1	0	1	1
OTU2140	0	0	1	1	1	0
OTU2141	0	0	0	0	0	1
OTU2142	1	1	0	0	0	0
OTU2143	0	0	1	0	0	0
OTU2144	0	0	1	0	0	0
OTU2145	0	0	0	0	0	0
OTU2146	0	0	1	1	0	0
OTU2147	0	0	0	0	1	0
OTU2148	1	1	1	1	1	1
OTU2149	1	1	0	1	1	0
OTU2150	0	0	0	0	1	0
OTU2151	0	0	0	1	0	0
OTU2152	0	1	0	1	0	0
OTU2153	0	0	0	0	1	0
OTU2154	1	0	0	0	0	0
OTU2155	1	1	1	1	1	1
OTU2156	0	0	0	0	1	0
OTU2157	0	0	0	0	1	0
OTU2158	0	0	0	0	0	0
